klength,call_sequence,count
13,HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap ,2
13,Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith String.length ,2
13,Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Preconditions.checkNotNull ,1
13,Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ,1
13,Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ,1
13,JavacTool.create JavacTool.create Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> ,1
13,TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> ,1
13,List.get List.add List.size List.addAll List.size List.get List.add List.size List.get List.add List.size List.get List.add ,1
13,StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> ,2
13,TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull ,1
13,Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> ,1
13,List.size List.get List.add List.size List.addAll List.size List.get List.add List.size List.get List.add List.size List.get ,1
13,Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ,1
13,Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator ,1
13,Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,1
13,StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next ,2
13,SourceFile.replaceLines StringBuilder.length StringBuilder.<init> Joiner.on Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> ,1
13,LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString Preconditions.checkArgument StringBuilder.<init> Joiner.on SourceFile.getLines StringBuilder.toString ,3
14,ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> ,2
14,Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,1
14,ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,3
14,Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Thread.interrupted Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted ,1
14,Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Thread.interrupted Choice$5.<init> Choice.<init> Choice.<init> ,1
14,PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ,1
14,String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator ,1
14,Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> ,1
14,Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ,1
14,Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> ,1
14,Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted Choice.iterator Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat ,1
14,Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted Choice.iterator Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator ,1
14,Choice.asIterable Choice$4.<init> Object.<init> Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ,1
14,ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size ,1
14,Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> ,1
14,StringBuilder.length StringBuilder.<init> Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> ,2
14,ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals ,2
14,ImmutableList.size ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith String.length ,1
14,ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ImmutableList.size ,1
14,StringReader.<init> LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString Preconditions.checkArgument StringBuilder.<init> ,1
14,Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.iterator Iterators.singletonIterator Choice.iterator Collection.iterator Iterators.concat Choice.iterator Collections.emptyIterator ,1
14,Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Preconditions.checkNotNull ,1
14,Bindings.<init> HashMap.<init> Bindings.<init> ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> ,1
14,ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> ,1
14,Choice$6.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.asIterable Choice$4.<init> Object.<init> Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator ,1
14,Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ,1
14,ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ,2
14,ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext ,3
14,String.isEmpty StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext ,1
14,Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ,2
14,LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString Preconditions.checkArgument StringBuilder.<init> Joiner.on ,1
14,Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply ,1
14,Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ,1
14,ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator ,3
14,Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString Object.<init> StringBuilder.<init> Preconditions.checkArgument SourceFile.getLines CharSource.wrap CharSource.readLines ArrayList.<init> List.size List.get ,1
14,List.add List.size List.addAll List.size List.get List.add List.size List.get List.add List.size List.get List.add List.size SourceFile.replaceLines ,1
14,Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ,1
14,String.length String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,1
14,BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs ,1
14,Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> ,1
14,Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap ,2
14,ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ImmutableList.size ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,1
14,String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> ,1
14,Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull ,1
14,ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace ,2
14,Choice.none Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.iterator Iterators.singletonIterator Choice.iterator Collection.iterator Iterators.concat Choice.iterator ,1
14,StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> JavacTool.create JavacTool.create Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator ,2
14,Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add ,2
14,String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext ,1
14,LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString Preconditions.checkArgument StringBuilder.<init> Joiner.on SourceFile.getLines StringBuilder.toString ,2
14,List.addAll List.size List.get List.add List.size List.get List.add List.size List.get List.add List.size SourceFile.replaceLines StringBuilder.length StringBuilder.<init> ,1
14,Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply ,1
14,ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith String.length String.substring ,1
14,Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,1
14,Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Thread.interrupted Choice$5.<init> Choice.<init> ,1
14,StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> ,2
14,SourceFile.getLines CharSource.wrap CharSource.readLines ArrayList.<init> List.size List.get List.add List.size List.addAll List.size List.get List.add List.size List.get ,1
14,Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> JavacTool.create JavacTool.create Choice$1.<init> Choice.<init> Choice.<init> ,2
14,ArrayList.<init> List.size List.get List.add List.size List.addAll List.size List.get List.add List.size List.get List.add List.size List.get ,1
14,CharSource.readLines Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap CharSource.readLines Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> Joiner.on Joiner.join StringBuilder.append ,1
14,ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
14,StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring ,2
14,InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith String.length ,2
14,CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument ,2
14,String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ,1
14,Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> ,1
14,Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> ,1
14,Thread.interrupted Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted Choice.iterator Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform ,1
14,ErrorProneOptions$Builder.putSeverity Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ,2
14,Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> JavacTool.create JavacTool.create ,2
14,ErrorProneOptions$Severity.valueOf ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString ,1
14,Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Preconditions.checkNotNull Choice$2.<init> Choice.<init> ,1
14,HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> ,2
14,Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith String.length String.substring ,2
14,Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Preconditions.checkNotNull Choice$2.<init> ,1
14,Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ,1
14,Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ,1
14,JavacTool.create JavacTool.create Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ,1
14,TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> ,1
14,List.get List.add List.size List.addAll List.size List.get List.add List.size List.get List.add List.size List.get List.add List.size ,1
14,StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> Joiner.on ,2
14,TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> ,1
14,Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> ,1
14,List.size List.get List.add List.size List.addAll List.size List.get List.add List.size List.get List.add List.size List.get List.add ,1
14,Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ,1
14,Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator ,1
14,Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
14,StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals ,2
14,SourceFile.replaceLines StringBuilder.length StringBuilder.<init> Joiner.on Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> ,1
14,LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString Preconditions.checkArgument StringBuilder.<init> Joiner.on SourceFile.getLines StringBuilder.toString StringReader.<init> ,3
15,ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length ,2
